Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
HM000380,58,Male,Heels,Footwear,99.54,New York,XXL,Olive,Winter,1.8,Yes,Standard,None,None,2,Apple Pay,Annually
HM000381,28,Female,Puffer Jacket,Outerwear,65.44,Portland,XS,Gray,Summer,4.1,Yes,Next Day,None,None,24,Credit Card,Weekly
HM000382,39,Male,Bomber Jacket,Outerwear,118.67,San Jose,XXL,Burgundy,Fall,3.6,Yes,Standard,25%,SAVE30,1,Credit Card,Rarely
HM000383,67,Male,Scarf,Accessories,13.65,Detroit,One Size,Olive,Winter,4.1,No,Next Day,25%,FREESHIP,8,Klarna,Quarterly
HM000384,20,Male,Wallet,Accessories,17.33,Chicago,One Size,Navy,Fall,2.6,No,Next Day,None,None,5,Google Pay,Quarterly
HM000385,53,Male,Scarf,Accessories,43.91,Dallas,One Size,Yellow,Fall,4.4,No,Standard,None,None,8,Klarna,Quarterly
HM000386,36,Male,Boots,Footwear,86.27,Las Vegas,L,Gray,Spring,4.1,Yes,Next Day,None,None,14,Klarna,Monthly
HM000387,28,Male,Belt,Accessories,35.83,Philadelphia,One Size,Brown,Fall,3.0,No,Store Pickup,25%,SAVE30,4,Debit Card,Annually
HM000388,22,Male,Chinos,Clothing,65.84,Boston,M,Black,Fall,4.2,No,Express,None,None,11,PayPal,Monthly
HM000389,67,Female,Ankle Boots,Footwear,48.22,Seattle,XL,Burgundy,Spring,3.9,Yes,Store Pickup,None,None,11,Klarna,Monthly
HM000390,24,Female,Wallet,Accessories,42.96,Phoenix,One Size,Pink,Summer,4.4,No,Store Pickup,None,None,14,Google Pay,Monthly
HM000391,65,Male,Sandals,Footwear,38.14,New York,XXL,Navy,Spring,4.5,No,Next Day,10%,WELCOME10,12,Apple Pay,Monthly
HM000392,30,Male,Sunglasses,Accessories,45.63,Austin,One Size,Pink,Summer,5.0,Yes,Store Pickup,None,None,3,Gift Card,Annually
HM000393,34,Male,Ankle Boots,Footwear,49.97,San Jose,XXL,Green,Spring,3.5,No,Next Day,25%,STUDENT10,0,Google Pay,Rarely
HM000394,33,Female,Trench Coat,Outerwear,86.81,San Jose,L,Burgundy,Fall,3.7,Yes,Next Day,25%,WELCOME10,0,Debit Card,Rarely
HM000395,34,Male,Loafers,Footwear,76.46,New York,S,Blue,Spring,3.2,Yes,Express,None,None,5,Gift Card,Quarterly
HM000396,29,Female,Dress,Clothing,19.99,Atlanta,XL,Red,Summer,4.1,No,Store Pickup,30%,MEMBER25,6,Credit Card,Quarterly
HM000397,37,Male,Backpack,Accessories,38.20,New York,One Size,Blue,Winter,4.4,No,Express,15%,FREESHIP,5,Google Pay,Quarterly
HM000398,45,Male,Wallet,Accessories,34.77,Phoenix,One Size,Purple,Fall,3.6,Yes,Next Day,20%,SUMMER20,20,Credit Card,Weekly
HM000399,24,Male,Scarf,Accessories,15.03,Seattle,One Size,Navy,Fall,3.3,Yes,Express,25%,NEWYEAR15,15,Apple Pay,Bi-weekly
HM000400,54,Female,Denim Jacket,Outerwear,115.80,New York,S,Black,Winter,2.8,Yes,Store Pickup,25%,STUDENT10,12,Google Pay,Monthly
HM000401,38,Male,Leggings,Clothing,50.29,Los Angeles,XXL,Yellow,Winter,4.6,Yes,Express,15%,FLASH25,6,Klarna,Quarterly
HM000402,35,Male,Skirt,Clothing,31.99,Las Vegas,XXL,Pink,Fall,4.4,No,Next Day,20%,NEWYEAR15,7,Credit Card,Quarterly
HM000403,33,Female,Sandals,Footwear,71.39,Phoenix,XL,Brown,Winter,3.3,Yes,Next Day,None,None,16,Apple Pay,Bi-weekly
HM000404,61,Male,Trench Coat,Outerwear,62.30,Las Vegas,XL,Olive,Summer,4.9,No,Express,25%,SAVE30,6,Apple Pay,Quarterly
HM000405,43,Male,Bomber Jacket,Outerwear,114.79,Jacksonville,XL,White,Winter,1.4,Yes,Store Pickup,25%,FALL15,4,Google Pay,Annually
HM000406,37,Male,Watch,Accessories,47.63,San Antonio,One Size,Blue,Spring,3.4,No,Express,None,None,12,Apple Pay,Monthly
HM000407,35,Male,Flats,Footwear,41.42,Seattle,S,Cream,Spring,4.5,No,Store Pickup,30%,MEMBER25,9,Gift Card,Quarterly
HM000408,42,Male,Heels,Footwear,118.83,Seattle,M,Purple,Summer,1.5,Yes,Express,None,None,18,Google Pay,Bi-weekly
HM000409,59,Male,Scarf,Accessories,13.03,San Antonio,One Size,Beige,Winter,3.3,Yes,Store Pickup,20%,STUDENT10,4,Google Pay,Annually
HM000410,50,Male,Backpack,Accessories,32.54,Atlanta,One Size,White,Fall,3.8,Yes,Next Day,20%,SUMMER20,6,Credit Card,Quarterly
HM000411,63,Female,Parka,Outerwear,70.42,New York,M,Olive,Spring,4.7,Yes,Store Pickup,30%,FALL15,0,Credit Card,Rarely
HM000412,21,Female,Trench Coat,Outerwear,75.84,Chicago,XXL,White,Spring,3.9,Yes,Next Day,None,None,19,Credit Card,Bi-weekly
HM000413,63,Male,Ankle Boots,Footwear,65.82,Boston,L,Olive,Fall,3.0,Yes,Store Pickup,None,None,21,Credit Card,Weekly
HM000414,53,Female,Heels,Footwear,51.94,Jacksonville,XS,Gray,Summer,1.1,Yes,Store Pickup,None,None,4,Debit Card,Annually
HM000415,23,Female,Parka,Outerwear,93.34,Miami,S,Blue,Spring,3.2,Yes,Standard,10%,SUMMER20,10,Google Pay,Monthly
HM000416,43,Female,Backpack,Accessories,19.97,Jacksonville,One Size,Navy,Spring,3.9,Yes,Express,None,None,8,Apple Pay,Quarterly
HM000417,18,Male,Jacket,Clothing,69.81,Austin,XL,Blue,Winter,4.8,Yes,Express,None,None,17,Apple Pay,Bi-weekly
HM000418,28,Male,Bag,Accessories,14.55,Miami,One Size,Pink,Spring,4.6,No,Standard,30%,MEMBER25,2,Apple Pay,Annually
HM000419,31,Male,Jacket,Clothing,47.43,Detroit,S,White,Spring,4.4,No,Store Pickup,None,None,7,Credit Card,Quarterly
HM000420,59,Female,Cardigan,Clothing,48.00,Detroit,XL,Brown,Winter,4.3,Yes,Store Pickup,None,None,15,Google Pay,Bi-weekly
HM000421,19,Male,Jewelry,Accessories,36.20,San Antonio,One Size,Brown,Spring,2.6,Yes,Next Day,None,None,15,Google Pay,Bi-weekly
HM000422,53,Female,Basic T-Shirt,Clothing,20.65,Austin,S,Navy,Fall,5.0,No,Standard,30%,MEMBER25,0,Debit Card,Rarely
HM000423,41,Male,Running Shoes,Footwear,60.04,Dallas,XL,Black,Fall,4.8,No,Next Day,None,None,14,Credit Card,Monthly
HM000424,32,Female,Scarf,Accessories,45.41,Jacksonville,One Size,Red,Summer,1.7,No,Standard,None,None,0,PayPal,Rarely
HM000425,40,Female,Ankle Boots,Footwear,69.15,Boston,XXL,Yellow,Fall,3.7,No,Next Day,25%,FLASH25,4,Credit Card,Annually
HM000426,59,Female,Puffer Jacket,Outerwear,124.24,Atlanta,XL,Black,Winter,2.2,No,Standard,20%,WELCOME10,8,Apple Pay,Quarterly
HM000427,32,Male,Puffer Jacket,Outerwear,102.11,San Antonio,S,Cream,Winter,4.9,No,Express,15%,FREESHIP,0,Google Pay,Rarely
HM000428,39,Male,Sweater,Clothing,35.98,Philadelphia,L,Beige,Summer,4.0,Yes,Standard,None,None,11,Google Pay,Monthly
HM000429,23,Male,Parka,Outerwear,53.83,Las Vegas,S,Pink,Winter,4.6,No,Express,20%,WELCOME10,13,Google Pay,Monthly
HM000430,21,Female,Watch,Accessories,16.22,Seattle,One Size,Green,Summer,4.2,No,Next Day,None,None,6,PayPal,Quarterly
HM000431,27,Male,Skirt,Clothing,29.67,Portland,XS,Pink,Spring,3.2,Yes,Next Day,None,None,18,PayPal,Bi-weekly
HM000432,46,Male,Flats,Footwear,70.60,New York,XXL,Navy,Fall,3.1,No,Standard,15%,MEMBER25,5,Debit Card,Quarterly
HM000433,43,Female,Parka,Outerwear,120.04,Denver,L,Gray,Fall,4.5,No,Standard,10%,FREESHIP,5,Apple Pay,Quarterly
HM000434,26,Male,Dress Shirt,Clothing,16.12,Jacksonville,L,Black,Summer,3.1,Yes,Store Pickup,30%,FLASH25,22,Gift Card,Weekly
HM000435,57,Female,Coat,Clothing,27.36,Austin,S,Yellow,Winter,2.2,Yes,Standard,25%,WELCOME10,21,Apple Pay,Weekly
HM000436,62,Female,Parka,Outerwear,112.86,Houston,XS,Cream,Summer,3.9,Yes,Next Day,20%,SUMMER20,13,Apple Pay,Monthly
HM000437,57,Female,Flats,Footwear,84.06,Seattle,M,Black,Summer,4.0,Yes,Next Day,15%,WELCOME10,0,Debit Card,Rarely
HM000438,66,Female,Sunglasses,Accessories,20.97,San Jose,One Size,Yellow,Summer,1.8,Yes,Store Pickup,25%,WELCOME10,6,Google Pay,Quarterly
HM000439,57,Female,Puffer Jacket,Outerwear,106.67,Austin,L,Olive,Summer,3.9,No,Next Day,None,None,10,Google Pay,Monthly
HM000440,37,Male,Wallet,Accessories,32.22,Austin,One Size,Pink,Spring,3.3,Yes,Standard,30%,FALL15,13,PayPal,Monthly
HM000441,33,Female,Jacket,Clothing,26.96,New York,XS,Beige,Summer,3.4,No,Next Day,15%,NEWYEAR15,3,Google Pay,Annually
HM000442,43,Male,Belt,Accessories,12.71,Houston,One Size,Cream,Winter,1.7,No,Store Pickup,None,None,11,Google Pay,Monthly
HM000443,56,Female,Scarf,Accessories,44.02,San Antonio,One Size,White,Spring,4.6,No,Express,10%,SUMMER20,4,Google Pay,Annually
HM000444,49,Female,Jeans,Clothing,33.50,Denver,XS,Purple,Spring,3.3,No,Express,20%,MEMBER25,7,PayPal,Quarterly
HM000445,54,Male,Parka,Outerwear,90.82,Austin,M,Beige,Summer,4.5,Yes,Standard,30%,SAVE30,13,Klarna,Monthly
HM000446,51,Female,Boots,Footwear,94.45,New York,L,Gray,Fall,4.3,No,Next Day,None,None,3,PayPal,Annually
HM000447,28,Male,Bag,Accessories,18.89,Houston,One Size,Yellow,Spring,4.7,Yes,Express,30%,STUDENT10,7,Apple Pay,Quarterly
HM000448,19,Female,Wallet,Accessories,27.25,Austin,One Size,Brown,Winter,4.1,No,Express,None,None,12,Google Pay,Monthly
HM000449,64,Female,Handbag,Accessories,8.65,Houston,One Size,Olive,Spring,1.1,No,Next Day,25%,STUDENT10,12,PayPal,Monthly
HM000450,49,Male,Scarf,Accessories,12.06,Denver,One Size,Yellow,Summer,3.5,Yes,Express,None,None,20,Gift Card,Weekly
HM000451,49,Female,Winter Coat,Outerwear,125.80,San Jose,XXL,Blue,Summer,3.2,No,Store Pickup,30%,STUDENT10,11,PayPal,Monthly
HM000452,51,Male,Winter Coat,Outerwear,110.40,San Diego,S,White,Summer,2.3,No,Next Day,30%,WELCOME10,2,Apple Pay,Annually
HM000453,58,Male,Dress Shirt,Clothing,44.24,Houston,XXL,Pink,Fall,4.9,No,Next Day,None,None,7,Klarna,Quarterly
HM000454,41,Female,Backpack,Accessories,14.19,Phoenix,One Size,Navy,Spring,3.4,Yes,Standard,None,None,10,Credit Card,Monthly
HM000455,36,Male,Sandals,Footwear,87.40,Las Vegas,S,Yellow,Summer,3.5,No,Store Pickup,20%,FLASH25,5,Apple Pay,Quarterly
HM000456,58,Male,Skirt,Clothing,17.75,Houston,XXL,Burgundy,Winter,3.6,Yes,Standard,None,None,5,Apple Pay,Quarterly
HM000457,60,Male,Hat,Accessories,27.24,Atlanta,One Size,Gray,Fall,3.5,No,Next Day,30%,FREESHIP,10,Apple Pay,Monthly
HM000458,36,Female,Jeans,Clothing,51.79,Dallas,S,Green,Spring,4.6,No,Next Day,30%,FALL15,8,Klarna,Quarterly
HM000459,65,Male,Watch,Accessories,36.69,San Antonio,One Size,Cream,Winter,3.1,Yes,Next Day,15%,SAVE30,2,PayPal,Annually
HM000460,23,Male,Trench Coat,Outerwear,72.32,Miami,XS,Red,Winter,4.9,No,Store Pickup,None,None,8,PayPal,Quarterly
HM000461,57,Female,Polo Shirt,Clothing,22.33,Los Angeles,S,White,Winter,1.0,No,Next Day,20%,WELCOME10,7,Apple Pay,Quarterly
HM000462,39,Female,Loafers,Footwear,64.38,New York,L,White,Spring,4.0,Yes,Next Day,None,None,23,Debit Card,Weekly
HM000463,18,Male,Heels,Footwear,110.12,Portland,XXL,Green,Winter,1.6,No,Next Day,None,None,9,Apple Pay,Quarterly
HM000464,24,Female,Belt,Accessories,21.25,Seattle,One Size,White,Winter,3.4,No,Store Pickup,10%,SAVE30,4,Google Pay,Annually
HM000465,41,Male,Sandals,Footwear,61.02,Portland,XL,White,Summer,3.8,Yes,Standard,None,None,18,Gift Card,Bi-weekly
HM000466,48,Female,Basic T-Shirt,Clothing,55.74,Boston,M,Red,Winter,3.7,No,Express,None,None,13,PayPal,Monthly
HM000467,54,Female,Handbag,Accessories,9.38,Boston,One Size,Red,Summer,4.6,No,Next Day,30%,SAVE30,1,Apple Pay,Rarely
HM000468,42,Male,Heels,Footwear,114.33,Las Vegas,XXL,White,Spring,3.5,No,Next Day,None,None,8,PayPal,Quarterly
HM000469,27,Male,Skirt,Clothing,51.27,Houston,XS,Cream,Summer,4.5,No,Next Day,30%,SAVE30,9,Gift Card,Quarterly
HM000470,52,Female,Puffer Jacket,Outerwear,133.22,Las Vegas,L,Burgundy,Spring,4.0,No,Next Day,15%,FREESHIP,6,Debit Card,Quarterly
HM000471,34,Male,Coat,Clothing,41.37,San Antonio,L,White,Summer,4.2,No,Next Day,None,None,8,Google Pay,Quarterly
HM000472,44,Female,Wallet,Accessories,14.09,Phoenix,One Size,Green,Spring,4.9,Yes,Standard,None,None,20,Google Pay,Weekly
HM000473,60,Male,Wallet,Accessories,9.73,Atlanta,One Size,Olive,Summer,3.3,No,Next Day,30%,STUDENT10,14,PayPal,Monthly
HM000474,21,Female,Polo Shirt,Clothing,31.81,Portland,L,White,Summer,4.3,No,Next Day,None,None,14,Debit Card,Monthly
HM000475,67,Male,Denim Jacket,Outerwear,77.69,Jacksonville,S,Purple,Winter,3.1,No,Express,15%,SAVE30,5,PayPal,Quarterly
HM000476,56,Female,Denim Jacket,Outerwear,171.83,Houston,XXL,Blue,Spring,4.6,No,Store Pickup,None,None,14,PayPal,Monthly
HM000477,43,Male,Ankle Boots,Footwear,74.52,San Antonio,L,Navy,Spring,3.9,No,Standard,25%,SAVE30,13,Klarna,Monthly
HM000478,27,Male,Skirt,Clothing,13.15,Detroit,S,Beige,Winter,3.9,No,Store Pickup,25%,MEMBER25,0,Credit Card,Rarely
HM000479,35,Female,Blazer,Clothing,37.17,New York,XL,Gray,Summer,3.9,Yes,Store Pickup,15%,FLASH25,10,Klarna,Monthly
HM000480,49,Male,Polo Shirt,Clothing,19.41,Phoenix,S,Pink,Spring,4.9,No,Next Day,25%,SAVE30,12,Google Pay,Monthly
HM000481,45,Female,Winter Coat,Outerwear,101.51,Portland,XL,Yellow,Summer,4.3,Yes,Express,20%,NEWYEAR15,13,Klarna,Monthly
HM000482,49,Female,Winter Coat,Outerwear,91.28,Phoenix,XS,Beige,Winter,4.5,No,Store Pickup,None,None,2,PayPal,Annually
HM000483,34,Male,Trench Coat,Outerwear,111.70,San Jose,XXL,Black,Spring,3.9,Yes,Store Pickup,20%,FREESHIP,13,Credit Card,Monthly
HM000484,63,Male,Sweater,Clothing,14.97,Miami,XS,Brown,Winter,1.9,No,Express,30%,NEWYEAR15,14,PayPal,Monthly
HM000485,34,Male,Handbag,Accessories,48.55,Detroit,One Size,Purple,Winter,3.9,No,Express,None,None,3,Debit Card,Annually
HM000486,27,Female,Winter Coat,Outerwear,139.54,Las Vegas,S,Olive,Summer,3.7,No,Next Day,None,None,13,Credit Card,Monthly
HM000487,36,Male,Flats,Footwear,80.37,Phoenix,L,Burgundy,Summer,3.6,No,Store Pickup,None,None,8,Debit Card,Quarterly
HM000488,26,Female,Jeans,Clothing,56.91,Portland,XS,Blue,Summer,3.5,Yes,Express,None,None,15,Google Pay,Bi-weekly
HM000489,21,Female,Puffer Jacket,Outerwear,114.68,San Antonio,XL,Olive,Fall,4.0,No,Express,None,None,1,Credit Card,Rarely
HM000490,59,Male,Denim Jacket,Outerwear,48.05,Portland,S,Red,Spring,4.0,No,Standard,25%,FALL15,4,Gift Card,Annually
HM000491,50,Male,Dress,Clothing,34.08,Phoenix,L,Gray,Winter,4.6,No,Store Pickup,None,None,13,Apple Pay,Monthly
HM000492,24,Male,Sneakers,Footwear,69.66,Las Vegas,XL,Brown,Winter,4.7,Yes,Store Pickup,None,None,23,Google Pay,Weekly
HM000493,44,Female,Basic T-Shirt,Clothing,32.82,Chicago,XS,Olive,Summer,3.1,Yes,Standard,15%,NEWYEAR15,20,Apple Pay,Weekly
HM000494,18,Female,Handbag,Accessories,17.35,Los Angeles,One Size,Beige,Fall,4.6,Yes,Express,None,None,15,Klarna,Bi-weekly
HM000495,42,Female,Scarf,Accessories,32.47,Portland,One Size,Red,Summer,1.6,Yes,Express,None,None,12,PayPal,Monthly
HM000496,36,Male,Hoodie,Clothing,60.74,Chicago,XS,Beige,Fall,3.5,No,Next Day,None,None,9,Apple Pay,Quarterly
HM000497,61,Male,Flats,Footwear,99.58,Los Angeles,L,Brown,Spring,3.6,No,Store Pickup,None,None,11,PayPal,Monthly
HM000498,37,Male,Jeans,Clothing,49.78,Houston,XL,Brown,Fall,2.3,No,Standard,15%,WELCOME10,4,Gift Card,Annually
HM000499,20,Male,Chinos,Clothing,65.16,Dallas,M,Yellow,Spring,5.0,No,Express,None,None,13,Credit Card,Monthly
HM000500,57,Female,Sunglasses,Accessories,34.95,Los Angeles,One Size,Blue,Fall,4.2,No,Express,30%,SAVE30,9,Klarna,Quarterly
HM000501,52,Male,Skirt,Clothing,47.31,Jacksonville,XXL,White,Winter,1.8,No,Next Day,None,None,5,Debit Card,Quarterly
HM000502,42,Female,Boots,Footwear,93.49,Jacksonville,M,Burgundy,Spring,4.5,Yes,Standard,15%,MEMBER25,12,Klarna,Monthly
HM000503,55,Female,Backpack,Accessories,49.51,Boston,One Size,Red,Summer,3.0,No,Standard,None,None,0,Gift Card,Rarely
HM000504,27,Female,Boots,Footwear,40.59,Denver,L,Beige,Summer,4.8,Yes,Express,None,None,4,Klarna,Annually
HM000505,37,Male,Coat,Clothing,30.01,Atlanta,XL,White,Winter,4.7,Yes,Standard,30%,FALL15,19,Apple Pay,Bi-weekly
HM000506,62,Male,Flats,Footwear,90.71,San Diego,S,Olive,Summer,2.3,No,Store Pickup,15%,NEWYEAR15,5,PayPal,Quarterly
HM000507,62,Male,Wallet,Accessories,22.71,Philadelphia,One Size,Olive,Summer,3.7,No,Express,25%,STUDENT10,4,Klarna,Annually
HM000508,49,Female,Hat,Accessories,36.33,Seattle,One Size,Brown,Summer,4.4,Yes,Standard,None,None,10,PayPal,Monthly
HM000509,43,Male,Boots,Footwear,116.86,New York,L,Pink,Winter,4.5,No,Next Day,None,None,6,Google Pay,Quarterly
HM000510,54,Male,Boots,Footwear,51.48,San Jose,S,Black,Fall,4.4,Yes,Store Pickup,None,None,22,Debit Card,Weekly
HM000511,43,Male,Watch,Accessories,16.65,San Jose,One Size,Gray,Summer,3.3,Yes,Standard,10%,NEWYEAR15,11,Google Pay,Monthly
HM000512,56,Female,Denim Jacket,Outerwear,139.92,Boston,XS,Yellow,Spring,3.8,No,Store Pickup,None,None,10,Gift Card,Monthly
HM000513,44,Male,Dress,Clothing,22.81,Seattle,XXL,Navy,Fall,4.9,No,Standard,10%,WELCOME10,5,Klarna,Quarterly
HM000514,25,Male,Bomber Jacket,Outerwear,70.87,Miami,L,Pink,Fall,2.8,No,Standard,25%,FREESHIP,13,Google Pay,Monthly
HM000515,41,Male,Puffer Jacket,Outerwear,98.46,San Diego,XS,Olive,Summer,3.3,No,Express,None,None,8,Gift Card,Quarterly
HM000516,45,Male,Sunglasses,Accessories,13.56,San Diego,One Size,Blue,Winter,3.2,Yes,Next Day,None,None,5,Apple Pay,Quarterly
HM000517,48,Male,Scarf,Accessories,14.84,Denver,One Size,Olive,Fall,5.0,No,Next Day,15%,NEWYEAR15,6,Klarna,Quarterly
HM000518,28,Male,Trench Coat,Outerwear,94.03,Los Angeles,S,Brown,Summer,3.3,Yes,Store Pickup,15%,FLASH25,13,Gift Card,Monthly
HM000519,40,Female,Jeans,Clothing,48.60,Jacksonville,S,Purple,Fall,4.9,Yes,Standard,30%,STUDENT10,10,Apple Pay,Monthly
HM000520,34,Male,Heels,Footwear,31.93,Boston,XS,Brown,Winter,3.7,Yes,Next Day,25%,WELCOME10,1,Klarna,Rarely
HM000521,65,Female,Boots,Footwear,111.87,Las Vegas,S,White,Fall,2.3,No,Standard,None,None,1,PayPal,Rarely
HM000522,56,Male,Puffer Jacket,Outerwear,103.58,Austin,S,Gray,Summer,3.6,No,Next Day,20%,FREESHIP,4,Credit Card,Annually
HM000523,59,Male,Heels,Footwear,105.46,San Antonio,XS,Burgundy,Spring,4.3,Yes,Express,None,None,9,Credit Card,Quarterly
HM000524,41,Male,Denim Jacket,Outerwear,176.43,Denver,XS,Olive,Winter,3.1,Yes,Standard,None,None,4,PayPal,Annually
HM000525,25,Female,Sandals,Footwear,48.63,Boston,XL,Black,Summer,4.5,No,Standard,None,None,13,PayPal,Monthly
HM000526,41,Male,Sandals,Footwear,52.71,Dallas,XL,Green,Spring,4.7,Yes,Standard,15%,WELCOME10,17,Credit Card,Bi-weekly
HM000527,67,Male,Boots,Footwear,111.62,Las Vegas,XS,Green,Summer,3.2,Yes,Standard,None,None,11,Apple Pay,Monthly
HM000528,30,Male,Bomber Jacket,Outerwear,176.91,Las Vegas,S,Pink,Spring,4.9,Yes,Express,None,None,19,Klarna,Bi-weekly
HM000529,62,Female,Chinos,Clothing,47.20,San Diego,S,Navy,Summer,1.9,Yes,Express,10%,MEMBER25,17,Klarna,Bi-weekly
HM000530,30,Male,Sneakers,Footwear,99.47,Denver,L,Yellow,Winter,4.8,No,Store Pickup,10%,FALL15,12,Debit Card,Monthly
HM000531,33,Male,Parka,Outerwear,100.42,Philadelphia,XL,Navy,Summer,3.5,No,Next Day,25%,WELCOME10,14,Apple Pay,Monthly
HM000532,26,Female,Parka,Outerwear,84.62,Phoenix,XS,Burgundy,Fall,1.6,No,Store Pickup,10%,STUDENT10,7,Apple Pay,Quarterly
HM000533,57,Male,Chinos,Clothing,13.00,Houston,XXL,Navy,Winter,4.0,Yes,Store Pickup,20%,NEWYEAR15,5,Google Pay,Quarterly
HM000534,31,Male,Wallet,Accessories,29.62,Philadelphia,One Size,Gray,Summer,4.4,Yes,Standard,10%,SUMMER20,22,Debit Card,Weekly
HM000535,25,Female,Handbag,Accessories,31.49,San Diego,One Size,Brown,Winter,4.3,Yes,Express,20%,NEWYEAR15,19,Klarna,Bi-weekly
HM000536,42,Male,Leggings,Clothing,23.39,Atlanta,S,Navy,Winter,1.1,Yes,Express,10%,MEMBER25,2,Google Pay,Annually
HM000537,39,Male,Jewelry,Accessories,12.39,Miami,One Size,Navy,Spring,3.2,Yes,Standard,25%,WELCOME10,19,Google Pay,Bi-weekly
HM000538,64,Male,Belt,Accessories,30.96,Seattle,One Size,Gray,Winter,3.2,No,Store Pickup,10%,FLASH25,9,Klarna,Quarterly
HM000539,30,Female,Dress,Clothing,72.22,Miami,L,Burgundy,Summer,2.6,Yes,Next Day,None,None,7,Google Pay,Quarterly
HM000540,18,Female,Heels,Footwear,111.91,Dallas,XS,Olive,Fall,2.6,No,Store Pickup,None,None,0,Debit Card,Rarely
HM000541,66,Female,Boots,Footwear,73.63,Austin,S,Brown,Fall,1.8,Yes,Next Day,None,None,1,Credit Card,Rarely
HM000542,67,Male,Cardigan,Clothing,23.03,Phoenix,XXL,Yellow,Winter,3.7,No,Store Pickup,None,None,7,Credit Card,Quarterly
HM000543,58,Female,Parka,Outerwear,152.50,Philadelphia,M,Purple,Fall,3.1,No,Standard,15%,STUDENT10,14,Credit Card,Monthly
HM000544,32,Female,Chinos,Clothing,28.27,Detroit,M,Red,Winter,3.2,No,Express,None,None,13,Klarna,Monthly
HM000545,18,Female,Watch,Accessories,40.17,San Jose,One Size,Purple,Spring,4.8,Yes,Next Day,None,None,3,Gift Card,Annually
HM000546,44,Female,Sneakers,Footwear,70.14,Portland,M,White,Fall,3.1,Yes,Store Pickup,None,None,16,PayPal,Bi-weekly
HM000547,31,Female,Jewelry,Accessories,17.14,San Diego,One Size,Cream,Spring,3.6,No,Standard,None,None,6,Apple Pay,Quarterly
HM000548,62,Male,Hoodie,Clothing,46.26,San Jose,XXL,Beige,Winter,3.0,No,Store Pickup,20%,SUMMER20,12,Gift Card,Monthly
HM000549,36,Female,Loafers,Footwear,119.17,Portland,M,Pink,Summer,4.0,No,Store Pickup,None,None,13,Credit Card,Monthly
HM000550,66,Female,Jeans,Clothing,56.06,Chicago,XXL,Cream,Summer,2.7,No,Express,10%,FREESHIP,2,Apple Pay,Annually
HM000551,54,Female,Sandals,Footwear,72.07,Phoenix,XXL,Green,Summer,5.0,No,Express,10%,FLASH25,0,Klarna,Rarely
HM000552,29,Male,Winter Coat,Outerwear,78.40,Detroit,L,Brown,Winter,3.7,Yes,Express,10%,FLASH25,16,Google Pay,Bi-weekly
HM000553,19,Male,Trench Coat,Outerwear,51.40,San Jose,S,Pink,Summer,4.5,No,Express,25%,SAVE30,13,Google Pay,Monthly
HM000554,55,Female,Sneakers,Footwear,52.70,Dallas,XXL,Beige,Spring,2.1,Yes,Standard,None,None,13,Debit Card,Monthly
HM000555,56,Female,Running Shoes,Footwear,45.10,New York,XL,White,Summer,2.9,Yes,Standard,None,None,17,Apple Pay,Bi-weekly
HM000556,52,Female,Bomber Jacket,Outerwear,121.14,Phoenix,XL,Navy,Winter,4.5,No,Store Pickup,15%,FALL15,2,Credit Card,Annually
HM000557,40,Male,Coat,Clothing,67.03,Boston,M,Purple,Fall,3.5,No,Store Pickup,None,None,2,Apple Pay,Annually
HM000558,66,Male,Boots,Footwear,116.05,Los Angeles,XXL,Green,Summer,3.2,No,Standard,None,None,11,Apple Pay,Monthly
HM000559,31,Female,Sneakers,Footwear,80.29,Portland,XXL,Black,Winter,3.7,No,Next Day,25%,MEMBER25,1,Gift Card,Rarely
HM000560,38,Female,Jeans,Clothing,36.77,San Jose,XL,Pink,Summer,3.0,No,Store Pickup,None,None,12,Google Pay,Monthly
HM000561,48,Male,Belt,Accessories,17.74,Atlanta,One Size,Gray,Summer,5.0,No,Express,15%,SAVE30,10,PayPal,Monthly
HM000562,49,Male,Sneakers,Footwear,53.68,Austin,M,Navy,Summer,5.0,Yes,Next Day,None,None,9,Credit Card,Quarterly
HM000563,20,Male,Bag,Accessories,15.61,Miami,One Size,Gray,Fall,3.2,Yes,Store Pickup,20%,STUDENT10,13,Debit Card,Monthly
HM000564,66,Male,Backpack,Accessories,37.66,San Antonio,One Size,White,Winter,1.8,Yes,Express,15%,MEMBER25,0,Credit Card,Rarely
HM000565,29,Male,Denim Jacket,Outerwear,118.80,Seattle,L,Black,Summer,3.6,Yes,Express,10%,SAVE30,15,Debit Card,Bi-weekly
HM000566,40,Female,Leggings,Clothing,34.56,Portland,S,Blue,Summer,3.8,No,Express,20%,NEWYEAR15,6,Gift Card,Quarterly
HM000567,51,Female,Flats,Footwear,84.31,Jacksonville,XS,Olive,Spring,3.8,No,Express,20%,FALL15,14,Klarna,Monthly
HM000568,61,Male,Trench Coat,Outerwear,66.43,Dallas,XXL,White,Winter,4.0,No,Express,20%,MEMBER25,7,Google Pay,Quarterly
HM000569,31,Male,Heels,Footwear,58.28,New York,M,Red,Summer,3.3,No,Standard,15%,MEMBER25,10,Gift Card,Monthly
